交易 #,类型,信号,日期/时间,价格 USDT,合约,获利 USDT,获利 %,累计获利 USDT,累计获利 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %
397,多头进场,BUY,2023/2/13 12:30,21835.92,1,-58.28,-0.27,156205.16,-0.03,58.85,0.27,73.14,0.33
396,空头出场,BUY,2023/2/13 12:30,21835.92,1,-95.77,-0.44,156263.44,-0.05,117.9,0.54,136.06,0.63
396,空头进场,SELL,2023/2/13 8:30,21740.59,1,-95.77,-0.44,156263.44,-0.05,117.9,0.54,136.06,0.63
395,多头出场,SELL,2023/2/13 8:30,21740.59,1,28.37,0.13,156359.2,0.02,377.99,1.74,261.01,1.2
395,多头进场,BUY,2023/2/11 2:30,21711.79,1,28.37,0.13,156359.2,0.02,377.99,1.74,261.01,1.2
394,空头出场,BUY,2023/2/11 2:30,21711.79,1,1351.2,5.86,156330.83,0.73,1543.21,6.69,69.15,0.3
394,空头进场,SELL,2023/2/8 22:30,23063.44,1,1351.2,5.86,156330.83,0.73,1543.21,6.69,69.15,0.3
393,多头出场,SELL,2023/2/8 22:30,23063.44,1,240.97,1.06,154979.64,0.13,629.76,2.76,184.24,0.81
393,多头进场,BUY,2023/2/6 22:30,22822.01,1,240.97,1.06,154979.64,0.13,629.76,2.76,184.24,0.81
392,空头出场,BUY,2023/2/6 22:30,22822.01,1,536.83,2.3,154738.66,0.29,730.94,3.13,7.93,0.03
392,空头进场,SELL,2023/2/5 20:30,23359.3,1,536.83,2.3,154738.66,0.29,730.94,3.13,7.93,0.03
391,多头出场,SELL,2023/2/5 20:30,23359.3,1,5.83,0.02,154201.83,0,80.1,0.34,21.78,0.09
391,多头进场,BUY,2023/2/5 14:30,23353,1,5.83,0.02,154201.83,0,80.1,0.34,21.78,0.09
390,空头出场,BUY,2023/2/5 14:30,23353,1,-39.42,-0.17,154196,-0.02,83.82,0.36,76.18,0.33
390,空头进场,SELL,2023/2/5 8:30,23314.05,1,-39.42,-0.17,154196,-0.02,83.82,0.36,76.18,0.33
389,多头出场,SELL,2023/2/5 8:30,23314.05,1,-134.56,-0.57,154235.42,-0.07,25.1,0.11,188.75,0.8
389,多头进场,BUY,2023/2/4 22:30,23448.14,1,-134.56,-0.57,154235.42,-0.07,25.1,0.11,188.75,0.8
388,空头出场,BUY,2023/2/4 22:30,23448.14,1,331.08,1.39,154369.97,0.18,574.83,2.42,145.36,0.61
388,空头进场,SELL,2023/2/3 4:30,23779.69,1,331.08,1.39,154369.97,0.18,574.83,2.42,145.36,0.61
387,多头出场,SELL,2023/2/3 4:30,23779.69,1,875.11,3.82,154038.89,0.48,1350.66,5.9,144.11,0.63
387,多头进场,BUY,2023/1/31 20:30,22904.11,1,875.11,3.82,154038.89,0.48,1350.66,5.9,144.11,0.63
386,空头出场,BUY,2023/1/31 20:30,22904.11,1,646.35,2.74,153163.78,0.35,1050.68,4.46,48.54,0.21
386,空头进场,SELL,2023/1/30 16:30,23550.92,1,646.35,2.74,153163.78,0.35,1050.68,4.46,48.54,0.21
385,多头出场,SELL,2023/1/30 16:30,23550.92,1,555.91,2.42,152517.44,0.31,965.77,4.2,1.3,0.01
385,多头进场,BUY,2023/1/29 8:30,22994.54,1,555.91,2.42,152517.44,0.31,965.77,4.2,1.3,0.01
384,空头出场,BUY,2023/1/29 8:30,22994.54,1,25.22,0.11,151961.53,0.01,141.53,0.61,32.83,0.14
384,空头进场,SELL,2023/1/28 14:30,23020.22,1,25.22,0.11,151961.53,0.01,141.53,0.61,32.83,0.14
383,多头出场,SELL,2023/1/28 14:30,23020.22,1,-64.19,-0.28,151936.31,-0.04,415.82,1.8,132.85,0.58
383,多头进场,BUY,2023/1/28 0:30,23083.95,1,-64.19,-0.28,151936.31,-0.04,415.82,1.8,132.85,0.58
382,空头出场,BUY,2023/1/28 0:30,23083.95,1,-30.21,-0.13,152000.5,-0.02,519.09,2.25,94.03,0.41
382,空头进场,SELL,2023/1/27 6:30,23054.2,1,-30.21,-0.13,152000.5,-0.02,519.09,2.25,94.03,0.41
381,多头出场,SELL,2023/1/27 6:30,23054.2,1,-25.1,-0.11,152030.7,-0.01,115.93,0.5,116,0.5
381,多头进场,BUY,2023/1/27 2:30,23078.84,1,-25.1,-0.11,152030.7,-0.01,115.93,0.5,116,0.5
380,空头出场,BUY,2023/1/27 2:30,23078.84,1,-86.06,-0.37,152055.81,-0.05,35.11,0.15,97.59,0.42
380,空头进场,SELL,2023/1/27 0:30,22993.24,1,-86.06,-0.37,152055.81,-0.05,35.11,0.15,97.59,0.42
379,多头出场,SELL,2023/1/27 0:30,22993.24,1,94.01,0.41,152141.88,0.05,917.73,4.01,82.34,0.36
379,多头进场,BUY,2023/1/26 4:30,22898.77,1,94.01,0.41,152141.88,0.05,917.73,4.01,82.34,0.36
378,空头出场,BUY,2023/1/26 4:30,22898.77,1,173.7,0.75,152047.86,0.1,772.7,3.35,16.41,0.07
378,空头进场,SELL,2023/1/24 16:30,23072.93,1,173.7,0.75,152047.86,0.1,772.7,3.35,16.41,0.07
377,多头出场,SELL,2023/1/24 16:30,23072.93,1,95.59,0.42,151874.16,0.05,185.09,0.81,46.99,0.2
377,多头进场,BUY,2023/1/24 8:30,22976.88,1,95.59,0.42,151874.16,0.05,185.09,0.81,46.99,0.2
376,空头出场,BUY,2023/1/24 8:30,22976.88,1,-52.53,-0.23,151778.56,-0.03,632.21,2.76,255.42,1.11
376,空头进场,SELL,2023/1/22 8:30,22924.81,1,-52.53,-0.23,151778.56,-0.03,632.21,2.76,255.42,1.11
375,多头出场,SELL,2023/1/22 8:30,22924.81,1,2029.46,9.71,151831.1,1.13,2476.68,11.85,103.99,0.5
375,多头进场,BUY,2023/1/20 0:30,20894.91,1,2029.46,9.71,151831.1,1.13,2476.68,11.85,103.99,0.5
374,空头出场,BUY,2023/1/20 0:30,20894.91,1,-213.08,-1.03,149801.64,-0.12,274.89,1.33,967.96,4.68
374,空头进场,SELL,2023/1/15 2:30,20682.25,1,-213.08,-1.03,149801.64,-0.12,274.89,1.33,967.96,4.68
373,多头出场,SELL,2023/1/15 2:30,20682.25,1,1755.19,9.27,150014.72,0.98,2331.15,12.32,20.8,0.11
373,多头进场,BUY,2023/1/13 22:30,18926.66,1,1755.19,9.27,150014.72,0.98,2331.15,12.32,20.8,0.11
372,空头出场,BUY,2023/1/13 22:30,18926.66,1,12.17,0.06,148259.52,0.01,127.5,0.67,118.68,0.63
372,空头进场,SELL,2023/1/13 18:30,18939.21,1,12.17,0.06,148259.52,0.01,127.5,0.67,118.68,0.63
371,多头出场,SELL,2023/1/13 18:30,18939.21,1,1403.65,8,148247.34,0.79,1581.66,9.02,26.52,0.15
371,多头进场,BUY,2023/1/12 4:30,17535.2,1,1403.65,8,148247.34,0.79,1581.66,9.02,26.52,0.15
370,空头出场,BUY,2023/1/12 4:30,17535.2,1,-89.58,-0.51,146843.7,-0.05,130.2,0.75,135.95,0.78
370,空头进场,SELL,2023/1/11 18:30,17445.97,1,-89.58,-0.51,146843.7,-0.05,130.2,0.75,135.95,0.78
369,多头出场,SELL,2023/1/11 18:30,17445.97,1,67.41,0.39,146933.28,0.04,131.62,0.76,11.8,0.07
369,多头进场,BUY,2023/1/11 2:30,17378.21,1,67.41,0.39,146933.28,0.04,131.62,0.76,11.8,0.07
368,空头出场,BUY,2023/1/11 2:30,17378.21,1,-169.45,-0.98,146865.88,-0.1,80.94,0.47,195.72,1.14
368,空头进场,SELL,2023/1/10 6:30,17209.11,1,-169.45,-0.98,146865.88,-0.1,80.94,0.47,195.72,1.14
367,多头出场,SELL,2023/1/10 6:30,17209.11,1,240.37,1.42,147035.31,0.14,430.23,2.54,9.74,0.06
367,多头进场,BUY,2023/1/9 6:30,16968.4,1,240.37,1.42,147035.31,0.14,430.23,2.54,9.74,0.06
366,空头出场,BUY,2023/1/9 6:30,16968.4,1,-44.18,-0.26,146794.95,-0.02,13.39,0.08,97.69,0.58
366,空头进场,SELL,2023/1/8 0:30,16924.56,1,-44.18,-0.26,146794.95,-0.02,13.39,0.08,97.69,0.58
365,多头出场,SELL,2023/1/8 0:30,16924.56,1,75.84,0.45,146839.12,0.04,192.45,1.14,7.3,0.04
365,多头进场,BUY,2023/1/7 2:30,16848.38,1,75.84,0.45,146839.12,0.04,192.45,1.14,7.3,0.04
364,空头出场,BUY,2023/1/7 2:30,16848.38,1,17.22,0.1,146763.28,0.01,186.77,1.11,14.05,0.08
364,空头进场,SELL,2023/1/5 8:30,16865.94,1,17.22,0.1,146763.28,0.01,186.77,1.11,14.05,0.08
363,多头出场,SELL,2023/1/5 8:30,16865.94,1,147.28,0.88,146746.06,0.08,273.38,1.64,1.26,0.01
363,多头进场,BUY,2023/1/4 10:30,16718.32,1,147.28,0.88,146746.06,0.08,273.38,1.64,1.26,0.01
362,空头出场,BUY,2023/1/4 10:30,16718.32,1,-35.86,-0.21,146598.78,-0.02,77.34,0.46,95.78,0.57
362,空头进场,SELL,2023/1/3 8:30,16682.79,1,-35.86,-0.21,146598.78,-0.02,77.34,0.46,95.78,0.57
361,多头出场,SELL,2023/1/3 8:30,16682.79,1,118.4,0.71,146634.64,0.07,235,1.42,30.55,0.18
361,多头进场,BUY,2023/1/1 20:30,16564.06,1,118.4,0.71,146634.64,0.07,235,1.42,30.55,0.18
360,空头出场,BUY,2023/1/1 20:30,16564.06,1,-11.5,-0.07,146516.25,-0.01,53.71,0.32,19.7,0.12
360,空头进场,SELL,2023/1/1 10:30,16552.89,1,-11.5,-0.07,146516.25,-0.01,53.71,0.32,19.7,0.12
359,多头出场,SELL,2023/1/1 10:30,16552.89,1,25.8,0.16,146527.75,0.01,150.42,0.91,56.93,0.34
359,多头进场,BUY,2022/12/31 2:30,16526.76,1,25.8,0.16,146527.75,0.01,150.42,0.91,56.93,0.34
358,空头出场,BUY,2022/12/31 2:30,16526.76,1,30.01,0.18,146501.94,0.02,223.93,1.35,23.77,0.14
358,空头进场,SELL,2022/12/30 14:30,16557.1,1,30.01,0.18,146501.94,0.02,223.93,1.35,23.77,0.14
357,多头出场,SELL,2022/12/30 14:30,16557.1,1,-6.41,-0.04,146471.94,0,101.06,0.61,46.26,0.28
357,多头进场,BUY,2022/12/29 14:30,16563.18,1,-6.41,-0.04,146471.94,0,101.06,0.61,46.26,0.28
356,空头出场,BUY,2022/12/29 14:30,16563.18,1,300.06,1.78,146478.34,0.17,398.07,2.36,1.84,0.01
356,空头进场,SELL,2022/12/27 18:30,16863.57,1,300.06,1.78,146478.34,0.17,398.07,2.36,1.84,0.01
355,多头出场,SELL,2022/12/27 18:30,16863.57,1,23.9,0.14,146178.3,0.01,133.33,0.79,21.68,0.13
355,多头进场,BUY,2022/12/27 6:30,16839.33,1,23.9,0.14,146178.3,0.01,133.33,0.79,21.68,0.13
354,空头出场,BUY,2022/12/27 6:30,16839.33,1,4.31,0.03,146154.39,0,52.81,0.31,18.42,0.11
354,空头进场,SELL,2022/12/26 22:30,16843.98,1,4.31,0.03,146154.39,0,52.81,0.31,18.42,0.11
353,多头出场,SELL,2022/12/26 22:30,16843.98,1,17.96,0.11,146150.08,0.01,98.15,0.58,7.85,0.05
353,多头进场,BUY,2022/12/26 8:30,16825.68,1,17.96,0.11,146150.08,0.01,98.15,0.58,7.85,0.05
352,空头出场,BUY,2022/12/26 8:30,16825.68,1,6.18,0.04,146132.11,0,111.03,0.66,25.93,0.15
352,空头进场,SELL,2022/12/25 10:30,16832.2,1,6.18,0.04,146132.11,0,111.03,0.66,25.93,0.15
351,多头出场,SELL,2022/12/25 10:30,16832.2,1,-4.75,-0.03,146125.92,0,16.17,0.1,8.09,0.05
351,多头进场,BUY,2022/12/25 8:30,16836.61,1,-4.75,-0.03,146125.92,0,16.17,0.1,8.09,0.05
350,空头出场,BUY,2022/12/25 8:30,16836.61,1,3.96,0.02,146130.67,0,32.59,0.19,29.25,0.17
350,空头进场,SELL,2022/12/25 4:30,16840.91,1,3.96,0.02,146130.67,0,32.59,0.19,29.25,0.17
349,多头出场,SELL,2022/12/25 4:30,16840.91,1,7.41,0.04,146126.72,0,31.67,0.19,5.32,0.03
349,多头进场,BUY,2022/12/25 0:30,16833.16,1,7.41,0.04,146126.72,0,31.67,0.19,5.32,0.03
348,空头出场,BUY,2022/12/25 0:30,16833.16,1,-0.36,0,146119.3,0,17.88,0.11,8.45,0.05
348,空头进场,SELL,2022/12/24 18:30,16833.14,1,-0.36,0,146119.3,0,17.88,0.11,8.45,0.05
347,多头出场,SELL,2022/12/24 18:30,16833.14,1,13.1,0.08,146119.66,0.01,39.57,0.24,11.86,0.07
347,多头进场,BUY,2022/12/24 14:30,16819.7,1,13.1,0.08,146119.66,0.01,39.57,0.24,11.86,0.07
346,空头出场,BUY,2022/12/24 14:30,16819.7,1,20.22,0.12,146106.55,0.01,35.08,0.21,1.66,0.01
346,空头进场,SELL,2022/12/24 12:30,16840.26,1,20.22,0.12,146106.55,0.01,35.08,0.21,1.66,0.01
345,多头出场,SELL,2022/12/24 12:30,16840.26,1,18.43,0.11,146086.33,0.01,25.14,0.15,14.53,0.09
345,多头进场,BUY,2022/12/24 10:30,16821.49,1,18.43,0.11,146086.33,0.01,25.14,0.15,14.53,0.09
344,空头出场,BUY,2022/12/24 10:30,16821.49,1,-33.62,-0.2,146067.89,-0.02,17.04,0.1,42.96,0.26
344,空头进场,SELL,2022/12/24 6:30,16788.21,1,-33.62,-0.2,146067.89,-0.02,17.04,0.1,42.96,0.26
343,多头出场,SELL,2022/12/24 6:30,16788.21,1,-13.72,-0.08,146101.52,-0.01,153.38,0.91,70.63,0.42
343,多头进场,BUY,2022/12/23 10:30,16801.59,1,-13.72,-0.08,146101.52,-0.01,153.38,0.91,70.63,0.42
342,空头出场,BUY,2022/12/23 10:30,16801.59,1,44.82,0.27,146115.23,0.03,286.73,1.7,68.14,0.4
342,空头进场,SELL,2022/12/21 20:30,16846.75,1,44.82,0.27,146115.23,0.03,286.73,1.7,68.14,0.4
341,多头出场,SELL,2022/12/21 20:30,16846.75,1,267.32,1.61,146070.4,0.15,482,2.91,0.73,0
341,多头进场,BUY,2022/12/20 10:30,16579.1,1,267.32,1.61,146070.4,0.15,482,2.91,0.73,0
340,空头出场,BUY,2022/12/20 10:30,16579.1,1,45.6,0.27,145803.1,0.03,368.56,2.22,24.14,0.15
340,空头进场,SELL,2022/12/20 2:30,16625.03,1,45.6,0.27,145803.1,0.03,368.56,2.22,24.14,0.15
339,多头出场,SELL,2022/12/20 2:30,16625.03,1,-74.39,-0.45,145757.48,-0.04,164,0.98,194.26,1.16
339,多头进场,BUY,2022/12/17 18:30,16699.09,1,-74.39,-0.45,145757.48,-0.04,164,0.98,194.26,1.16
338,空头出场,BUY,2022/12/17 18:30,16699.09,1,1555.1,8.52,145831.88,0.89,1727.04,9.46,133.59,0.73
338,空头进场,SELL,2022/12/15 2:30,18254.54,1,1555.1,8.52,145831.88,0.89,1727.04,9.46,133.59,0.73
337,多头出场,SELL,2022/12/15 2:30,18254.54,1,1238.68,7.28,144276.78,0.72,1281.74,7.53,9.98,0.06
337,多头进场,BUY,2022/12/13 2:30,17015.51,1,1238.68,7.28,144276.78,0.72,1281.74,7.53,9.98,0.06
336,空头出场,BUY,2022/12/13 2:30,17015.51,1,166.7,0.97,143038.11,0.1,310.53,1.81,88.61,0.52
336,空头进场,SELL,2022/12/10 0:30,17182.55,1,166.7,0.97,143038.11,0.1,310.53,1.81,88.61,0.52
335,多头出场,SELL,2022/12/10 0:30,17182.55,1,358.81,2.13,142871.4,0.21,536.43,3.19,90.08,0.54
335,多头进场,BUY,2022/12/8 10:30,16823.4,1,358.81,2.13,142871.4,0.21,536.43,3.19,90.08,0.54
334,空头出场,BUY,2022/12/8 10:30,16823.4,1,168.52,0.99,142512.6,0.1,313.26,1.84,2.39,0.01
334,空头进场,SELL,2022/12/7 14:30,16992.26,1,168.52,0.99,142512.6,0.1,313.26,1.84,2.39,0.01
333,多头出场,SELL,2022/12/7 14:30,16992.26,1,1.85,0.01,142344.08,0,151.97,0.89,31.26,0.18
333,多头进场,BUY,2022/12/7 6:30,16990.07,1,1.85,0.01,142344.08,0,151.97,0.89,31.26,0.18
332,空头出场,BUY,2022/12/7 6:30,16990.07,1,201.34,1.17,142342.22,0.12,324.58,1.89,37.39,0.22
332,空头进场,SELL,2022/12/5 22:30,17191.75,1,201.34,1.17,142342.22,0.12,324.58,1.89,37.39,0.22
331,多头出场,SELL,2022/12/5 22:30,17191.75,1,255.8,1.51,142140.89,0.15,488.47,2.88,0.19,0
331,多头进场,BUY,2022/12/4 22:30,16935.61,1,255.8,1.51,142140.89,0.15,488.47,2.88,0.19,0
330,空头出场,BUY,2022/12/4 22:30,16935.61,1,66.03,0.39,141885.1,0.04,96.8,0.57,7.18,0.04
330,空头进场,SELL,2022/12/4 18:30,17001.98,1,66.03,0.39,141885.1,0.04,96.8,0.57,7.18,0.04
329,多头出场,SELL,2022/12/4 18:30,17001.98,1,-23.97,-0.14,141819.06,-0.01,24.22,0.14,49.73,0.29
329,多头进场,BUY,2022/12/4 14:30,17025.61,1,-23.97,-0.14,141819.06,-0.01,24.22,0.14,49.73,0.29
328,空头出场,BUY,2022/12/4 14:30,17025.61,1,-42.04,-0.25,141843.03,-0.02,125,0.74,84.26,0.5
328,空头进场,SELL,2022/12/3 14:30,16983.91,1,-42.04,-0.25,141843.03,-0.02,125,0.74,84.26,0.5
327,多头出场,SELL,2022/12/3 14:30,16983.91,1,-60.92,-0.36,141885.06,-0.04,144.32,0.85,100.93,0.59
327,多头进场,BUY,2022/12/3 6:30,17044.49,1,-60.92,-0.36,141885.06,-0.04,144.32,0.85,100.93,0.59
326,空头出场,BUY,2022/12/3 6:30,17044.49,1,45.48,0.27,141945.98,0.03,302.29,1.77,233.86,1.37
326,空头进场,SELL,2022/12/1 18:30,17090.31,1,45.48,0.27,141945.98,0.03,302.29,1.77,233.86,1.37
325,多头出场,SELL,2022/12/1 18:30,17090.31,1,874.39,5.39,141900.52,0.51,1033.25,6.37,115.75,0.71
325,多头进场,BUY,2022/11/29 6:30,16215.59,1,874.39,5.39,141900.52,0.51,1033.25,6.37,115.75,0.71
324,空头出场,BUY,2022/11/29 6:30,16215.59,1,352.14,2.13,141026.12,0.21,572.62,3.46,25.05,0.15
324,空头进场,SELL,2022/11/28 6:30,16568.06,1,352.14,2.13,141026.12,0.21,572.62,3.46,25.05,0.15
323,多头出场,SELL,2022/11/28 6:30,16568.06,1,12.37,0.07,140673.98,0.01,41.83,0.25,35.53,0.21
323,多头进场,BUY,2022/11/27 20:30,16555.36,1,12.37,0.07,140673.98,0.01,41.83,0.25,35.53,0.21
322,空头出场,BUY,2022/11/27 20:30,16555.36,1,43.16,0.26,140661.61,0.03,213.68,1.29,81.89,0.49
322,空头进场,SELL,2022/11/26 22:30,16598.85,1,43.16,0.26,140661.61,0.03,213.68,1.29,81.89,0.49
321,多头出场,SELL,2022/11/26 22:30,16598.85,1,80.05,0.48,140618.45,0.05,183.35,1.11,3.79,0.02
321,多头进场,BUY,2022/11/26 8:30,16518.47,1,80.05,0.48,140618.45,0.05,183.35,1.11,3.79,0.02
320,空头出场,BUY,2022/11/26 8:30,16518.47,1,64.45,0.39,140538.4,0.04,240.27,1.45,92.92,0.56
320,空头进场,SELL,2022/11/24 18:30,16583.25,1,64.45,0.39,140538.4,0.04,240.27,1.45,92.92,0.56
319,多头出场,SELL,2022/11/24 18:30,16583.25,1,842.64,5.35,140473.95,0.5,1072.18,6.81,57.12,0.36
319,多头进场,BUY,2022/11/22 18:30,15740.29,1,842.64,5.35,140473.95,0.5,1072.18,6.81,57.12,0.36
318,空头出场,BUY,2022/11/22 18:30,15740.29,1,910.41,5.47,139631.31,0.54,1174.85,7.06,32.15,0.19
318,空头进场,SELL,2022/11/20 18:30,16651.02,1,910.41,5.47,139631.31,0.54,1174.85,7.06,32.15,0.19
317,多头出场,SELL,2022/11/20 18:30,16651.02,1,8.25,0.05,138720.9,0,179.8,1.08,81.61,0.49
317,多头进场,BUY,2022/11/20 4:30,16642.44,1,8.25,0.05,138720.9,0,179.8,1.08,81.61,0.49
316,空头出场,BUY,2022/11/20 4:30,16642.44,1,47.53,0.28,138712.67,0.03,144.09,0.86,37.86,0.23
316,空头进场,SELL,2022/11/19 0:30,16690.3,1,47.53,0.28,138712.67,0.03,144.09,0.86,37.86,0.23
315,多头出场,SELL,2022/11/19 0:30,16690.3,1,73.01,0.44,138665.14,0.04,393.87,2.37,14.72,0.09
315,多头进场,BUY,2022/11/18 0:30,16616.96,1,73.01,0.44,138665.14,0.04,393.87,2.37,14.72,0.09
314,空头出场,BUY,2022/11/18 0:30,16616.96,1,204.06,1.21,138592.12,0.12,442.57,2.63,86.04,0.51
314,空头进场,SELL,2022/11/16 14:30,16821.35,1,204.06,1.21,138592.12,0.12,442.57,2.63,86.04,0.51
313,多头出场,SELL,2022/11/16 14:30,16821.35,1,39.33,0.23,138388.08,0.02,408.15,2.43,600.85,3.58
313,多头进场,BUY,2022/11/14 16:30,16781.68,1,39.33,0.23,138388.08,0.02,408.15,2.43,600.85,3.58
312,空头出场,BUY,2022/11/14 16:30,16781.68,1,-58.69,-0.35,138348.75,-0.03,907.95,5.43,212.43,1.27
312,空头进场,SELL,2022/11/13 16:30,16723.33,1,-58.69,-0.35,138348.75,-0.03,907.95,5.43,212.43,1.27
311,多头出场,SELL,2022/11/13 16:30,16723.33,1,-29.31,-0.17,138407.42,-0.02,243.87,1.46,189.66,1.13
311,多头进场,BUY,2022/11/12 16:30,16752.31,1,-29.31,-0.17,138407.42,-0.02,243.87,1.46,189.66,1.13
310,空头出场,BUY,2022/11/12 16:30,16752.31,1,37.35,0.22,138436.73,0.02,158.44,0.94,83.03,0.49
310,空头进场,SELL,2022/11/12 12:30,16790,1,37.35,0.22,138436.73,0.02,158.44,0.94,83.03,0.49
309,多头出场,SELL,2022/11/12 12:30,16790,1,-101.36,-0.6,138399.39,-0.06,257.77,1.53,117.19,0.69
309,多头进场,BUY,2022/11/12 6:30,16891.02,1,-101.36,-0.6,138399.39,-0.06,257.77,1.53,117.19,0.69
308,空头出场,BUY,2022/11/12 6:30,16891.02,1,-206.92,-1.24,138500.75,-0.12,128.5,0.77,227.54,1.36
308,空头进场,SELL,2022/11/12 4:30,16684.44,1,-206.92,-1.24,138500.75,-0.12,128.5,0.77,227.54,1.36
307,多头出场,SELL,2022/11/12 4:30,16684.44,1,-66.51,-0.4,138707.66,-0.04,1448.21,8.65,492.05,2.94
307,多头进场,BUY,2022/11/10 14:30,16750.62,1,-66.51,-0.4,138707.66,-0.04,1448.21,8.65,492.05,2.94
306,空头出场,BUY,2022/11/10 14:30,16750.62,1,4588.98,21.5,138774.17,2.8,5751.77,26.95,40.23,0.19
306,空头进场,SELL,2022/11/6 0:30,21339.98,1,4588.98,21.5,138774.17,2.8,5751.77,26.95,40.23,0.19
305,多头出场,SELL,2022/11/6 0:30,21339.98,1,1093.59,5.4,134185.19,0.67,1234.48,6.1,88.31,0.44
305,多头进场,BUY,2022/11/4 2:30,20245.97,1,1093.59,5.4,134185.19,0.67,1234.48,6.1,88.31,0.44
304,空头出场,BUY,2022/11/4 2:30,20245.97,1,36,0.18,133091.6,0.02,250.94,1.24,57.68,0.28
304,空头进场,SELL,2022/11/3 18:30,20282.38,1,36,0.18,133091.6,0.02,250.94,1.24,57.68,0.28
303,多头出场,SELL,2022/11/3 18:30,20282.38,1,-44.52,-0.22,133055.6,-0.03,37.14,0.18,75.79,0.37
303,多头进场,BUY,2022/11/3 14:30,20326.49,1,-44.52,-0.22,133055.6,-0.03,37.14,0.18,75.79,0.37
302,空头出场,BUY,2022/11/3 14:30,20326.49,1,79.99,0.39,133100.11,0.05,358.65,1.76,393.31,1.93
302,空头进场,SELL,2022/11/2 20:30,20406.89,1,79.99,0.39,133100.11,0.05,358.65,1.76,393.31,1.93
301,多头出场,SELL,2022/11/2 20:30,20406.89,1,-75.51,-0.37,133020.12,-0.05,217.81,1.06,151.45,0.74
301,多头进场,BUY,2022/11/1 12:30,20481.99,1,-75.51,-0.37,133020.12,-0.05,217.81,1.06,151.45,0.74
300,空头出场,BUY,2022/11/1 12:30,20481.99,1,258.76,1.25,133095.62,0.16,503,2.43,190.26,0.92
300,空头进场,SELL,2022/10/30 8:30,20741.16,1,258.76,1.25,133095.62,0.16,503,2.43,190.26,0.92
299,多头出场,SELL,2022/10/30 8:30,20741.16,1,98.72,0.48,132836.88,0.06,442.76,2.14,100.24,0.49
299,多头进场,BUY,2022/10/29 0:30,20642.03,1,98.72,0.48,132836.88,0.06,442.76,2.14,100.24,0.49
298,空头出场,BUY,2022/10/29 0:30,20642.03,1,126.84,0.61,132738.16,0.08,768.98,3.7,103.14,0.5
298,空头进场,SELL,2022/10/27 10:30,20769.28,1,126.84,0.61,132738.16,0.08,768.98,3.7,103.14,0.5
297,多头出场,SELL,2022/10/27 10:30,20769.28,1,1480.89,7.68,132611.31,0.92,1731.82,8.98,27.36,0.14
297,多头进场,BUY,2022/10/25 20:30,19287.99,1,1480.89,7.68,132611.31,0.92,1731.82,8.98,27.36,0.14
296,空头出场,BUY,2022/10/25 20:30,19287.99,1,73.6,0.38,131130.42,0.05,204.79,1.06,89.11,0.46
296,空头进场,SELL,2022/10/24 14:30,19361.98,1,73.6,0.38,131130.42,0.05,204.79,1.06,89.11,0.46
295,多头出场,SELL,2022/10/24 14:30,19361.98,1,191.58,1,131056.83,0.12,524.8,2.74,0.19,0
295,多头进场,BUY,2022/10/24 0:30,19170.01,1,191.58,1,131056.83,0.12,524.8,2.74,0.19,0
294,空头出场,BUY,2022/10/24 0:30,19170.01,1,2.67,0.01,130865.24,0,102.76,0.54,40.27,0.21
294,空头进场,SELL,2022/10/23 14:30,19173.06,1,2.67,0.01,130865.24,0,102.76,0.54,40.27,0.21
293,多头出场,SELL,2022/10/23 14:30,19173.06,1,174.19,0.92,130862.58,0.11,258.32,1.36,61.18,0.32
293,多头进场,BUY,2022/10/21 22:30,18998.49,1,174.19,0.92,130862.58,0.11,258.32,1.36,61.18,0.32
292,空头出场,BUY,2022/10/21 22:30,18998.49,1,32.63,0.17,130688.38,0.02,381.31,2,100.08,0.53
292,空头进场,SELL,2022/10/21 6:30,19031.5,1,32.63,0.17,130688.38,0.02,381.31,2,100.08,0.53
291,多头出场,SELL,2022/10/21 6:30,19031.5,1,-101.95,-0.53,130655.76,-0.06,214.56,1.12,203.88,1.07
291,多头进场,BUY,2022/10/20 16:30,19133.07,1,-101.95,-0.53,130655.76,-0.06,214.56,1.12,203.88,1.07
290,空头出场,BUY,2022/10/20 16:30,19133.07,1,467.37,2.38,130757.71,0.29,700.63,3.57,79.86,0.41
290,空头进场,SELL,2022/10/18 20:30,19600.83,1,467.37,2.38,130757.71,0.29,700.63,3.57,79.86,0.41
289,多头出场,SELL,2022/10/18 20:30,19600.83,1,450.13,2.35,130290.34,0.28,556.16,2.9,63.13,0.33
289,多头进场,BUY,2022/10/16 12:30,19150.31,1,450.13,2.35,130290.34,0.28,556.16,2.9,63.13,0.33
288,空头出场,BUY,2022/10/16 12:30,19150.31,1,176.76,0.91,129840.2,0.11,352.08,1.82,49.93,0.26
288,空头进场,SELL,2022/10/15 0:30,19327.45,1,176.76,0.91,129840.2,0.11,352.08,1.82,49.93,0.26
287,多头出场,SELL,2022/10/15 0:30,19327.45,1,156.46,0.82,129663.45,0.1,781.07,4.07,10.65,0.06
287,多头进场,BUY,2022/10/14 2:30,19170.61,1,156.46,0.82,129663.45,0.1,781.07,4.07,10.65,0.06
286,空头出场,BUY,2022/10/14 2:30,19170.61,1,-88.97,-0.47,129506.99,-0.06,891.83,4.67,146.17,0.77
