交易 #,类型,信号,日期/时间,价格 USDT,合约,获利 USDT,获利 %,累计获利 USDT,累计获利 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %
59,多头出场,SELL,2022/2/22 4:30,38111.2,1,-486.07,-1.26,28767.55,-0.82,686.18,1.78,1096.89,2.84
59,多头进场,BUY,2022/2/21 22:30,38596.5,1,-486.07,-1.26,28767.55,-0.82,686.18,1.78,1096.89,2.84
58,空头出场,BUY,2022/2/21 22:30,38596.5,1,-965.84,-2.57,29253.62,-1.6,417.41,1.11,1240.96,3.3
58,空头进场,SELL,2022/2/21 20:30,37631.42,1,-965.84,-2.57,29253.62,-1.6,417.41,1.11,1240.96,3.3
57,多头出场,SELL,2022/2/21 20:30,37631.42,1,-684.79,-1.79,30219.46,-1.12,1178.52,3.08,967.34,2.52
57,多头进场,BUY,2022/2/21 8:30,38315.45,1,-684.79,-1.79,30219.46,-1.12,1178.52,3.08,967.34,2.52
56,空头出场,BUY,2022/2/21 8:30,38315.45,1,673.78,1.73,30904.25,1.12,989.61,2.54,66.7,0.17
56,空头进场,SELL,2022/2/20 14:30,38990,1,673.78,1.73,30904.25,1.12,989.61,2.54,66.7,0.17
55,多头出场,SELL,2022/2/20 14:30,38990,1,-859.01,-2.16,30230.47,-1.41,595.7,1.49,984.6,2.47
55,多头进场,BUY,2022/2/19 6:30,39848.22,1,-859.01,-2.16,30230.47,-1.41,595.7,1.49,984.6,2.47
54,空头出场,BUY,2022/2/19 6:30,39848.22,1,4117.21,9.36,31089.48,7.23,4515.83,10.27,410.75,0.93
54,空头进场,SELL,2022/2/16 10:30,43966.27,1,4117.21,9.36,31089.48,7.23,4515.83,10.27,410.75,0.93
53,多头出场,SELL,2022/2/16 10:30,43966.27,1,2096.42,5.01,26972.27,3.82,2881.99,6.88,66.24,0.16
53,多头进场,BUY,2022/2/14 14:30,41868.99,1,2096.42,5.01,26972.27,3.82,2881.99,6.88,66.24,0.16
52,空头出场,BUY,2022/2/14 14:30,41868.99,1,159.6,0.38,24875.85,0.29,478.45,1.14,122.99,0.29
52,空头进场,SELL,2022/2/14 8:30,42029.43,1,159.6,0.38,24875.85,0.29,478.45,1.14,122.99,0.29
51,多头出场,SELL,2022/2/14 8:30,42029.43,1,-333.74,-0.79,24716.25,-0.61,716.74,1.69,662.75,1.56
51,多头进场,BUY,2022/2/13 0:30,42362.33,1,-333.74,-0.79,24716.25,-0.61,716.74,1.69,662.75,1.56
50,空头出场,BUY,2022/2/13 0:30,42362.33,1,1822.87,4.13,25049.99,3.42,2496.75,5.65,49.49,0.11
50,空头进场,SELL,2022/2/11 4:30,44186.07,1,1822.87,4.13,25049.99,3.42,2496.75,5.65,49.49,0.11
49,多头出场,SELL,2022/2/11 4:30,44186.07,1,662.19,1.52,23227.12,1.26,2297.56,5.28,9.35,0.02
49,多头进场,BUY,2022/2/10 22:30,43523,1,662.19,1.52,23227.12,1.26,2297.56,5.28,9.35,0.02
48,空头出场,BUY,2022/2/10 22:30,43523,1,1215.68,2.72,22564.92,2.37,1565.1,3.5,320.89,0.72
48,空头进场,SELL,2022/2/10 20:30,44739.56,1,1215.68,2.72,22564.92,2.37,1565.1,3.5,320.89,0.72
47,多头出场,SELL,2022/2/10 20:30,44739.56,1,84.18,0.19,21349.25,0.16,523.02,1.17,134.85,0.3
47,多头进场,BUY,2022/2/10 18:30,44654.49,1,84.18,0.19,21349.25,0.16,523.02,1.17,134.85,0.3
46,空头出场,BUY,2022/2/10 18:30,44654.49,1,-346.38,-0.78,21265.07,-0.67,766.42,1.73,418.75,0.95
46,空头进场,SELL,2022/2/10 10:30,44309,1,-346.38,-0.78,21265.07,-0.67,766.42,1.73,418.75,0.95
45,多头出场,SELL,2022/2/10 10:30,44309,1,331.12,0.75,21611.45,0.65,821.56,1.87,36.74,0.08
45,多头进场,BUY,2022/2/10 2:30,43977,1,331.12,0.75,21611.45,0.65,821.56,1.87,36.74,0.08
44,空头出场,BUY,2022/2/10 2:30,43977,1,216.05,0.49,21280.33,0.42,1527.49,3.46,277.91,0.63
44,空头进场,SELL,2022/2/8 16:30,44193.93,1,216.05,0.49,21280.33,0.42,1527.49,3.46,277.91,0.63
43,多头出场,SELL,2022/2/8 16:30,44193.93,1,1263.03,2.94,21064.29,2.54,2561.54,5.97,130.46,0.3
43,多头进场,BUY,2022/2/7 22:30,42930.03,1,1263.03,2.94,21064.29,2.54,2561.54,5.97,130.46,0.3
42,空头出场,BUY,2022/2/7 22:30,42930.03,1,-351.82,-0.83,19801.26,-0.7,344.55,0.81,386.72,0.91
42,空头进场,SELL,2022/2/7 16:30,42579.07,1,-351.82,-0.83,19801.26,-0.7,344.55,0.81,386.72,0.91
41,多头出场,SELL,2022/2/7 16:30,42579.07,1,-235.88,-0.55,20153.07,-0.47,185.47,0.43,292.45,0.68
41,多头进场,BUY,2022/2/7 12:30,42814.1,1,-235.88,-0.55,20153.07,-0.47,185.47,0.43,292.45,0.68
40,空头出场,BUY,2022/2/7 12:30,42814.1,1,-1140.17,-2.74,20388.96,-2.21,557.79,1.34,1269.85,3.05
40,空头进场,SELL,2022/2/6 2:30,41674.77,1,-1140.17,-2.74,20388.96,-2.21,557.79,1.34,1269.85,3.05
39,多头出场,SELL,2022/2/6 2:30,41674.77,1,5124.62,14.02,21529.13,11.04,5363.95,14.68,279.74,0.77
39,多头进场,BUY,2022/2/4 4:30,36549.37,1,5124.62,14.02,21529.13,11.04,5363.95,14.68,279.74,0.77
38,空头出场,BUY,2022/2/4 4:30,36549.37,1,2204.02,5.69,16404.51,4.99,2503.75,6.46,19.66,0.05
38,空头进场,SELL,2022/2/2 8:30,38754.14,1,2204.02,5.69,16404.51,4.99,2503.75,6.46,19.66,0.05
37,多头出场,SELL,2022/2/2 8:30,38754.14,1,925.87,2.45,14200.5,2.14,1437.32,3.8,25.88,0.07
37,多头进场,BUY,2022/2/1 0:30,37827.5,1,925.87,2.45,14200.5,2.14,1437.32,3.8,25.88,0.07
36,空头出场,BUY,2022/2/1 0:30,37827.5,1,286.87,0.75,13274.62,0.67,1482.14,3.89,144.39,0.38
36,空头进场,SELL,2022/1/30 16:30,38115.13,1,286.87,0.75,13274.62,0.67,1482.14,3.89,144.39,0.38
35,多头出场,SELL,2022/1/30 16:30,38115.13,1,-13.47,-0.04,12987.75,-0.03,231.04,0.61,89.27,0.23
35,多头进场,BUY,2022/1/30 14:30,38127.84,1,-13.47,-0.04,12987.75,-0.03,231.04,0.61,89.27,0.23
34,空头出场,BUY,2022/1/30 14:30,38127.84,1,-114.11,-0.3,13001.22,-0.26,132.56,0.35,285.89,0.75
34,空头进场,SELL,2022/1/30 10:30,38014.49,1,-114.11,-0.3,13001.22,-0.26,132.56,0.35,285.89,0.75
33,多头出场,SELL,2022/1/30 10:30,38014.49,1,1682.32,4.63,13115.33,4.06,2388.95,6.58,176.78,0.49
33,多头进场,BUY,2022/1/28 20:30,36331.43,1,1682.32,4.63,13115.33,4.06,2388.95,6.58,176.78,0.49
32,空头出场,BUY,2022/1/28 20:30,36331.43,1,243.36,0.67,11433.02,0.59,361.29,0.99,103.04,0.28
32,空头进场,SELL,2022/1/28 18:30,36575.52,1,243.36,0.67,11433.02,0.59,361.29,0.99,103.04,0.28
31,多头出场,SELL,2022/1/28 18:30,36575.52,1,-632.42,-1.7,11189.66,-1.51,292.43,0.79,882.24,2.37
31,多头进场,BUY,2022/1/28 8:30,37207.2,1,-632.42,-1.7,11189.66,-1.51,292.43,0.79,882.24,2.37
30,空头出场,BUY,2022/1/28 8:30,37207.2,1,-13.36,-0.04,11822.07,-0.03,1687.2,4.54,273.77,0.74
30,空头进场,SELL,2022/1/27 4:30,37194.58,1,-13.36,-0.04,11822.07,-0.03,1687.2,4.54,273.77,0.74
29,多头出场,SELL,2022/1/27 4:30,37194.58,1,2748.66,7.98,11835.44,7.03,4474.44,12.99,642.41,1.87
29,多头进场,BUY,2022/1/25 0:30,34445.2,1,2748.66,7.98,11835.44,7.03,4474.44,12.99,642.41,1.87
28,空头出场,BUY,2022/1/25 0:30,34445.2,1,-911.51,-2.72,9086.77,-2.28,616.86,1.84,964.75,2.88
28,空头进场,SELL,2022/1/24 18:30,33534.37,1,-911.51,-2.72,9086.77,-2.28,616.86,1.84,964.75,2.88
27,多头出场,SELL,2022/1/24 18:30,33534.37,1,-1397.33,-4,9998.28,-3.38,1567.63,4.49,1431.37,4.1
27,多头进场,BUY,2022/1/23 4:30,34931.02,1,-1397.33,-4,9998.28,-3.38,1567.63,4.49,1431.37,4.1
26,空头出场,BUY,2022/1/23 4:30,34931.02,1,6534.14,15.76,11395.62,18.74,7457.51,17.98,4.5,0.01
26,空头进场,SELL,2022/1/21 6:30,41465.92,1,6534.14,15.76,11395.62,18.74,7457.51,17.98,4.5,0.01
25,多头出场,SELL,2022/1/21 6:30,41465.92,1,-33.34,-0.08,4861.48,-0.1,2006.16,4.83,539.23,1.3
25,多头进场,BUY,2022/1/19 18:30,41498.43,1,-33.34,-0.08,4861.48,-0.1,2006.16,4.83,539.23,1.3
24,空头出场,BUY,2022/1/19 18:30,41498.43,1,236.08,0.57,4894.82,0.68,596.36,1.43,92.7,0.22
24,空头进场,SELL,2022/1/19 14:30,41735.34,1,236.08,0.57,4894.82,0.68,596.36,1.43,92.7,0.22
23,多头出场,SELL,2022/1/19 14:30,41735.34,1,106.47,0.26,4658.75,0.31,1062.54,2.55,127.47,0.31
23,多头进场,BUY,2022/1/19 4:30,41628.04,1,106.47,0.26,4658.75,0.31,1062.54,2.55,127.47,0.31
22,空头出场,BUY,2022/1/19 4:30,41628.04,1,1380.45,3.21,4552.28,4.16,1758.91,4.09,466.09,1.08
22,空头进场,SELL,2022/1/16 10:30,43009.34,1,1380.45,3.21,4552.28,4.16,1758.91,4.09,466.09,1.08
21,多头出场,SELL,2022/1/16 10:30,43009.34,1,146.34,0.34,3171.83,0.44,937.43,2.19,307.57,0.72
21,多头进场,BUY,2022/1/15 2:30,42862.14,1,146.34,0.34,3171.83,0.44,937.43,2.19,307.57,0.72
20,空头出场,BUY,2022/1/15 2:30,42862.14,1,798.48,1.83,3025.48,2.48,1935.1,4.43,838.95,1.92
20,空头进场,SELL,2022/1/13 12:30,43661.49,1,798.48,1.83,3025.48,2.48,1935.1,4.43,838.95,1.92
19,多头出场,SELL,2022/1/13 12:30,43661.49,1,1946.45,4.67,2227,6.43,2607.39,6.25,445.68,1.07
19,多头进场,BUY,2022/1/11 6:30,41714.19,1,1946.45,4.67,2227,6.43,2607.39,6.25,445.68,1.07
18,空头出场,BUY,2022/1/11 6:30,41714.19,1,163.6,0.39,280.55,0.54,2228.21,5.32,243.42,0.58
18,空头进场,SELL,2022/1/10 18:30,41878.63,1,163.6,0.39,280.55,0.54,2228.21,5.32,243.42,0.58
17,多头出场,SELL,2022/1/10 18:30,41878.63,1,874.16,2.13,116.95,2.99,1782.65,4.35,104.05,0.25
17,多头进场,BUY,2022/1/9 4:30,41003.64,1,874.16,2.13,116.95,2.99,1782.65,4.35,104.05,0.25
16,空头出场,BUY,2022/1/9 4:30,41003.64,1,106.41,0.26,-757.21,0.37,590.46,1.44,119.13,0.29
16,空头进场,SELL,2022/1/9 2:30,41110.87,1,106.41,0.26,-757.21,0.37,590.46,1.44,119.13,0.29
15,多头出场,SELL,2022/1/9 2:30,41110.87,1,-586.3,-1.41,-863.62,-1.97,619.09,1.48,1195.76,2.87
15,多头进场,BUY,2022/1/8 0:30,41696.34,1,-586.3,-1.41,-863.62,-1.97,619.09,1.48,1195.76,2.87
14,空头出场,BUY,2022/1/8 0:30,41696.34,1,160.81,0.38,-277.32,0.54,1247.57,2.98,275.41,0.66
14,空头进场,SELL,2022/1/7 22:30,41857.99,1,160.81,0.38,-277.32,0.54,1247.57,2.98,275.41,0.66
13,多头出场,SELL,2022/1/7 22:30,41857.99,1,-420.87,-1,-438.14,-1.4,487.73,1.15,1078.44,2.55
13,多头进场,BUY,2022/1/7 16:30,42278.02,1,-420.87,-1,-438.14,-1.4,487.73,1.15,1078.44,2.55
12,空头出场,BUY,2022/1/7 16:30,42278.02,1,-826.62,-1.99,-17.27,-2.68,451.83,1.09,1431.64,3.45
12,空头进场,SELL,2022/1/7 12:30,41452.24,1,-826.62,-1.99,-17.27,-2.68,451.83,1.09,1431.64,3.45
11,多头出场,SELL,2022/1/7 12:30,41452.24,1,-1606.95,-3.73,809.35,-4.96,522.53,1.21,1852.82,4.3
11,多头进场,BUY,2022/1/7 2:30,43058.34,1,-1606.95,-3.73,809.35,-4.96,522.53,1.21,1852.82,4.3
10,空头出场,BUY,2022/1/7 2:30,43058.34,1,2800.37,6.11,2416.3,9.46,3428.56,7.48,506.54,1.1
10,空头进场,SELL,2022/1/6 2:30,45859.6,1,2800.37,6.11,2416.3,9.46,3428.56,7.48,506.54,1.1
9,多头出场,SELL,2022/1/6 2:30,45859.6,1,-631.71,-1.36,-384.07,-2.09,579.15,1.25,940.85,2.02
9,多头进场,BUY,2022/1/5 12:30,46490.39,1,-631.71,-1.36,-384.07,-2.09,579.15,1.25,940.85,2.02
8,空头出场,BUY,2022/1/5 12:30,46490.39,1,-88.12,-0.19,247.64,-0.29,680.53,1.47,146.26,0.32
8,空头进场,SELL,2022/1/5 4:30,46403.2,1,-88.12,-0.19,247.64,-0.29,680.53,1.47,146.26,0.32
7,多头出场,SELL,2022/1/5 4:30,46403.2,1,-114.73,-0.25,335.76,-0.38,1040.07,2.24,1017.47,2.19
7,多头进场,BUY,2022/1/4 18:30,46517,1,-114.73,-0.25,335.76,-0.38,1040.07,2.24,1017.47,2.19
6,空头出场,BUY,2022/1/4 18:30,46517,1,565.78,1.2,450.49,1.89,1387.25,2.95,202.14,0.43
6,空头进场,SELL,2022/1/3 22:30,47083.72,1,565.78,1.2,450.49,1.89,1387.25,2.95,202.14,0.43
5,多头出场,SELL,2022/1/3 22:30,47083.72,1,1.79,0,-115.3,0.01,488.54,1.04,141.46,0.3
5,多头进场,BUY,2022/1/3 18:30,47080.99,1,1.79,0,-115.3,0.01,488.54,1.04,141.46,0.3
4,空头出场,BUY,2022/1/3 18:30,47080.99,1,-132.91,-0.28,-117.09,-0.44,294.55,0.63,520.79,1.11
4,空头进场,SELL,2022/1/3 2:30,46949.02,1,-132.91,-0.28,-117.09,-0.44,294.55,0.63,520.79,1.11
3,多头出场,SELL,2022/1/3 2:30,46949.02,1,-108.16,-0.23,15.82,-0.36,933.29,1.98,200.43,0.43
3,多头进场,BUY,2022/1/2 22:30,47056.24,1,-108.16,-0.23,15.82,-0.36,933.29,1.98,200.43,0.43
2,空头出场,BUY,2022/1/2 22:30,47056.24,1,99.06,0.21,123.99,0.33,135.77,0.29,291.23,0.62
2,空头进场,SELL,2022/1/2 20:30,47156.24,1,99.06,0.21,123.99,0.33,135.77,0.29,291.23,0.62
1,多头出场,SELL,2022/1/2 20:30,47156.24,1,24.93,0.05,24.93,0.08,823.79,1.75,415.45,0.88
1,多头进场,BUY,2022/1/1 14:30,47130.37,1,24.93,0.05,24.93,0.08,823.79,1.75,415.45,0.88
